instance clique cp-fc kdown james-cpp-max james-cpp-max-down
si6_b09_m200.03 NaN 1669847.000000 3 451 451
si6_b09_m200.00 NaN 3694658.000000 3 458 458
si6_b09_m200.02 NaN 2479.000000 3 452 452
si6_b09_m200.07 NaN 2155.000000 3 452 452
si6_b09_m200.04 NaN 572502.000000 3 452 452
si6_b09_m200.01 NaN 3725.000000 3 451 451
si6_b09_m200.05 NaN 4855.000000 3 451 451
g10-g11 NaN NaN NaN NaN NaN
g10-g12 NaN NaN NaN NaN NaN
g10-g13 NaN NaN NaN NaN NaN
g10-g14 NaN NaN NaN NaN NaN
g10-g15 NaN NaN NaN NaN NaN
g10-g16 NaN NaN NaN NaN NaN
g10-g20 NaN NaN NaN NaN NaN
g10-g21 62257 950852.000000 380119 1980122 4585056
g10-g22 NaN NaN NaN NaN NaN
g10-g23 NaN NaN NaN NaN NaN
g10-g25 NaN NaN NaN NaN NaN
g10-g26 NaN NaN NaN NaN NaN
g10-g27 NaN NaN NaN NaN NaN
g10-g28 NaN NaN NaN NaN NaN
g10-g29 NaN NaN NaN NaN NaN
g10-g30 NaN NaN NaN NaN NaN
g10-g31 NaN NaN NaN NaN NaN
g10-g32 202 173851.000000 23197 3284139 3895180
g10-g33 NaN NaN NaN NaN NaN
g10-g37 NaN NaN NaN NaN NaN
g10-g38 NaN NaN NaN NaN NaN
g10-g40 NaN NaN NaN NaN NaN
g10-g41 NaN NaN NaN NaN NaN
g10-g42 NaN NaN NaN NaN NaN
g10-g43 NaN NaN NaN NaN NaN
g10-g44 NaN NaN NaN NaN NaN
g10-g45 NaN NaN NaN NaN NaN
g10-g46 NaN NaN NaN NaN NaN
g10-g47 NaN NaN NaN NaN NaN
g10-g48 NaN NaN NaN NaN NaN
g10-g49 NaN NaN NaN NaN NaN
g10-g50 NaN NaN NaN NaN NaN
g11-g12 NaN NaN NaN NaN NaN
g11-g13 NaN NaN NaN NaN NaN
g11-g14 NaN NaN NaN NaN NaN
g11-g15 NaN NaN NaN NaN NaN
g11-g16 NaN NaN NaN NaN NaN
g11-g20 NaN NaN NaN NaN NaN
g11-g21 796283 20141430.000000 8033716 24805363 43116048
g11-g22 NaN NaN NaN NaN NaN
g11-g23 NaN NaN NaN NaN NaN
g11-g25 NaN NaN NaN NaN NaN
g11-g26 NaN NaN NaN NaN NaN
g11-g27 NaN NaN NaN NaN NaN
g11-g28 NaN NaN NaN NaN NaN
g11-g29 NaN NaN NaN NaN NaN
g11-g30 NaN NaN NaN NaN NaN
g11-g31 NaN NaN NaN NaN NaN
g11-g32 2 734050.000000 18398 814041 2182861
g11-g33 NaN NaN NaN NaN NaN
g11-g37 NaN NaN NaN NaN NaN
g11-g38 NaN NaN NaN NaN NaN
g11-g40 NaN NaN NaN NaN NaN
g11-g41 NaN NaN NaN NaN NaN
g11-g42 NaN NaN NaN NaN NaN
g11-g43 NaN NaN NaN NaN NaN
g11-g44 NaN NaN NaN NaN NaN
g11-g45 NaN NaN NaN NaN NaN
g11-g46 NaN NaN NaN NaN NaN
g11-g47 NaN NaN NaN NaN NaN
g11-g48 NaN NaN NaN NaN NaN
g11-g49 NaN NaN NaN NaN NaN
g11-g50 NaN NaN NaN NaN NaN
g12-g20 NaN NaN NaN NaN NaN
g12-g21 1833210 NaN NaN 402336701 1079993815
g12-g23 NaN NaN NaN NaN NaN
g12-g26 NaN NaN NaN NaN NaN
g12-g27 NaN NaN NaN NaN NaN
g12-g29 NaN NaN NaN NaN NaN
g12-g30 NaN NaN NaN NaN NaN
g12-g31 NaN NaN NaN NaN NaN
g12-g32 2 1874655.000000 65480 1794647 11599228
g12-g38 NaN NaN NaN NaN NaN
g12-g40 NaN NaN NaN NaN NaN
g12-g43 NaN NaN NaN NaN NaN
g12-g44 NaN NaN NaN NaN NaN
g12-g45 NaN NaN NaN 2717046653 839945220
g12-g46 NaN NaN NaN NaN NaN
g12-g47 NaN NaN NaN NaN NaN
g12-g48 NaN NaN NaN NaN NaN
g12-g50 NaN NaN NaN NaN NaN
g13-g15 NaN 4006385.000000 13 1969891216 254
g13-g20 NaN NaN NaN NaN NaN
g13-g21 13316806 6245083.000000 722102 15354205 24501435
g13-g23 NaN NaN NaN NaN NaN
g13-g25 NaN NaN NaN NaN NaN
g13-g26 NaN NaN NaN NaN NaN
g13-g27 NaN NaN NaN NaN NaN
g13-g29 NaN NaN NaN NaN NaN
g13-g30 NaN NaN NaN NaN NaN
g13-g31 NaN NaN NaN NaN NaN
g13-g32 9 NaN 16 5334413 9564734
g13-g38 409569 NaN NaN NaN NaN
g13-g40 NaN NaN NaN NaN NaN
g13-g43 NaN NaN NaN NaN NaN
g13-g44 NaN NaN NaN NaN NaN
g13-g45 NaN NaN NaN NaN NaN
g13-g46 NaN NaN NaN NaN NaN
g13-g47 NaN NaN NaN NaN NaN
g13-g48 NaN NaN NaN NaN NaN
g13-g49 NaN NaN NaN NaN NaN
g13-g50 NaN NaN NaN NaN NaN
g14-g15 NaN NaN NaN NaN NaN
g14-g20 NaN NaN NaN NaN NaN
g14-g21 2499291 1956527.000000 57026 4602136 7282299
g14-g23 NaN NaN NaN NaN NaN
g14-g25 NaN NaN NaN NaN NaN
g14-g26 NaN NaN NaN NaN NaN
g14-g27 NaN NaN 325 479940690 1167
g14-g29 NaN NaN NaN NaN NaN
g14-g30 NaN NaN NaN NaN NaN
g14-g31 NaN NaN NaN NaN NaN
g14-g32 8 3125138.000000 980214 293384615 202242528
g14-g38 NaN NaN NaN NaN NaN
g14-g40 NaN NaN NaN NaN NaN
g14-g43 NaN NaN NaN NaN NaN
g14-g44 NaN NaN NaN NaN NaN
g14-g45 NaN NaN NaN NaN NaN
g14-g46 NaN NaN NaN NaN NaN
g14-g47 NaN NaN NaN NaN NaN
g14-g48 NaN NaN NaN NaN NaN
g14-g49 NaN NaN NaN NaN NaN
g14-g50 NaN NaN NaN NaN NaN
g15-g20 NaN NaN NaN NaN NaN
g15-g21 NaN 18084384.000000 3303745 62943863 93866832
g15-g23 NaN NaN NaN NaN NaN
g15-g25 NaN NaN NaN NaN NaN
g15-g26 NaN NaN NaN NaN NaN
g15-g27 NaN NaN NaN NaN NaN
g15-g29 NaN NaN NaN NaN NaN
g15-g30 NaN NaN NaN NaN NaN
g15-g31 NaN NaN NaN NaN NaN
g15-g32 10 NaN 10218 8294907 25526325
g15-g38 603956 NaN NaN NaN NaN
g15-g40 NaN NaN NaN NaN NaN
g15-g43 NaN NaN NaN NaN NaN
g15-g44 NaN NaN NaN NaN NaN
g15-g45 NaN NaN NaN NaN NaN
g15-g46 NaN NaN NaN NaN NaN
g15-g47 NaN NaN NaN NaN NaN
g15-g48 NaN NaN NaN NaN NaN
g15-g49 NaN NaN NaN NaN NaN
g15-g50 NaN NaN NaN NaN NaN
g16-g20 NaN NaN NaN NaN NaN
g16-g21 543827978 2837552.000000 899861 3684865 7821401
g16-g22 NaN NaN NaN NaN NaN
g16-g23 NaN NaN NaN NaN NaN
g16-g25 NaN NaN NaN NaN NaN
g16-g26 NaN NaN NaN NaN NaN
g16-g27 NaN NaN NaN NaN NaN
g16-g28 NaN NaN NaN NaN NaN
g16-g29 NaN NaN NaN NaN NaN
g16-g30 NaN NaN NaN NaN NaN
g16-g31 NaN NaN NaN NaN NaN
g16-g32 6 NaN NaN NaN NaN
g16-g33 NaN NaN NaN NaN NaN
g16-g37 NaN NaN 5 NaN 431
g16-g38 NaN NaN NaN NaN NaN
g16-g40 NaN NaN NaN NaN NaN
g16-g43 NaN NaN NaN NaN NaN
g16-g44 NaN NaN NaN NaN NaN
g16-g45 NaN NaN NaN NaN NaN
g16-g46 NaN NaN NaN NaN NaN
g16-g47 NaN NaN NaN NaN NaN
g16-g48 NaN NaN NaN NaN NaN
g16-g49 NaN NaN NaN NaN NaN
g16-g50 NaN NaN NaN NaN NaN
g17-g18 NaN NaN NaN NaN NaN
g17-g19 NaN NaN NaN NaN NaN
g17-g20 NaN NaN NaN NaN NaN
g17-g21 881554 6711282.000000 2067736 6943521 12232395
g17-g22 NaN NaN NaN NaN NaN
g17-g23 NaN NaN NaN NaN NaN
g17-g24 NaN NaN NaN NaN NaN
g17-g25 NaN NaN NaN NaN NaN
g17-g26 NaN NaN NaN NaN NaN
g17-g27 NaN NaN NaN NaN NaN
g17-g28 NaN NaN NaN NaN NaN
g17-g29 NaN NaN NaN NaN NaN
g17-g30 NaN NaN NaN NaN NaN
g17-g31 NaN NaN NaN NaN NaN
g17-g32 2 496272.000000 6616 526263 847316
g17-g33 NaN NaN NaN NaN NaN
g17-g34 NaN NaN NaN NaN NaN
g17-g35 NaN NaN NaN NaN NaN
g17-g36 NaN NaN NaN NaN NaN
g17-g37 NaN NaN NaN NaN NaN
g17-g38 NaN NaN NaN NaN NaN
g17-g39 NaN NaN NaN NaN NaN
g17-g40 NaN NaN NaN NaN NaN
g17-g41 NaN NaN NaN NaN NaN
g17-g42 NaN NaN NaN NaN NaN
g17-g43 NaN NaN NaN NaN NaN
g17-g44 NaN NaN NaN NaN NaN
g17-g45 NaN NaN NaN NaN NaN
g17-g46 NaN NaN NaN NaN NaN
g17-g47 NaN NaN NaN NaN NaN
g17-g48 NaN NaN NaN NaN NaN
g17-g49 NaN NaN NaN NaN NaN
g17-g50 NaN NaN NaN NaN NaN
g18-g19 NaN NaN NaN NaN NaN
g18-g20 NaN NaN NaN NaN NaN
g18-g21 1113465 9603314.000000 2909613 9384309 15917895
g18-g22 NaN NaN NaN NaN NaN
g18-g23 NaN NaN NaN NaN NaN
g18-g24 NaN NaN NaN NaN NaN
g18-g25 NaN NaN NaN NaN NaN
g18-g26 NaN NaN NaN NaN NaN
g18-g27 NaN NaN NaN NaN NaN
g18-g28 NaN NaN NaN NaN NaN
g18-g29 NaN NaN NaN NaN NaN
g18-g30 NaN NaN NaN NaN NaN
g18-g31 NaN NaN NaN NaN NaN
g18-g32 2 656272.000000 8248 656263 997316
g18-g33 NaN NaN NaN NaN NaN
g18-g34 NaN NaN NaN NaN NaN
g18-g35 NaN NaN NaN NaN NaN
g18-g36 NaN NaN NaN NaN NaN
g18-g37 NaN NaN NaN NaN NaN
g18-g38 NaN NaN NaN NaN NaN
g18-g39 NaN NaN NaN NaN NaN
g18-g40 NaN NaN NaN NaN NaN
g18-g41 NaN NaN NaN NaN NaN
g18-g42 NaN NaN NaN NaN NaN
g18-g43 NaN NaN NaN NaN NaN
g18-g44 NaN NaN NaN NaN NaN
g18-g45 NaN NaN NaN NaN NaN
g18-g46 NaN NaN NaN NaN NaN
g18-g47 NaN NaN NaN NaN NaN
g18-g48 NaN NaN NaN NaN NaN
g18-g49 NaN NaN NaN NaN NaN
g18-g50 NaN NaN NaN NaN NaN
g19-g20 NaN NaN NaN NaN NaN
g19-g21 2395966 26822478.000000 12415546 32266991 65745947
g19-g22 NaN NaN NaN NaN NaN
g19-g23 NaN NaN NaN NaN NaN
g19-g25 NaN NaN NaN NaN NaN
g19-g26 NaN NaN NaN NaN NaN
g19-g27 NaN NaN NaN NaN NaN
g19-g28 NaN NaN NaN NaN NaN
g19-g29 NaN NaN NaN NaN NaN
g19-g30 NaN NaN NaN NaN NaN
g19-g31 NaN NaN NaN NaN NaN
g19-g32 2401 1126272.000000 26502 1206263 3677316
g19-g33 NaN NaN NaN NaN NaN
g19-g35 NaN NaN NaN NaN NaN
g19-g37 NaN NaN NaN NaN NaN
g19-g38 NaN NaN NaN NaN NaN
g19-g40 NaN NaN NaN NaN NaN
g19-g41 NaN NaN NaN NaN NaN
g19-g42 NaN NaN NaN NaN NaN
g19-g43 NaN NaN NaN NaN NaN
g19-g44 NaN NaN NaN NaN NaN
g19-g45 NaN NaN NaN NaN NaN
g19-g46 NaN NaN NaN NaN NaN
g19-g47 NaN NaN NaN NaN NaN
g19-g48 NaN NaN NaN NaN NaN
g19-g49 NaN NaN NaN NaN NaN
g19-g50 NaN NaN NaN NaN NaN
g2-g10 207479 91.000000 12 82 82
g2-g11 1221052 43.000000 7 235 201
g2-g12 18815 22870.000000 1032 30152 21996
g2-g13 35412 2098.000000 279 4402 4538
g2-g14 228069 1843.000000 207 1725 1704
g2-g15 52849 2277.000000 317 11708 12126
g2-g16 5039859 54.000000 9 116 116
g2-g17 40807 44.000000 5 180 180
g2-g18 2750 61.000000 9 99 99
g2-g19 1664661 44.000000 9 119 119
g2-g20 14681730 105.000000 9 138 138
g2-g21 9954 21572.000000 4484 21555 33332
g2-g22 2599077 42.000000 9 159 159
g2-g23 573556 8789.000000 619 7477 7722
g2-g24 3776 476.000000 18 501 532
g2-g25 168494 33511.000000 4498 33281 34390
g2-g26 422519 11952.000000 1507 16341 11791
g2-g27 4060639 281.000000 34 930 741
g2-g28 3327 92.000000 5 178 167
g2-g29 902708919 141.000000 10 203 203
g2-g3 2459 1580.000000 1248 1557 1940
g2-g30 454881343 141.000000 10 177 177
g2-g31 1064274598 142.000000 10 201 201
g2-g32 2 10818.000000 119 10809 13645
g2-g33 2675857 127.000000 11 169 169
g2-g34 6650 199.000000 14 288 288
g2-g35 6387501 93.000000 9 203 203
g2-g36 5381615 47.000000 10 165 165
g2-g37 105502727 45.000000 8 201 201
g2-g38 3484024 NaN NaN 1695319876 1711138992
g2-g39 559380 59.000000 10 310 310
g2-g4 2 198.000000 29 189 505
g2-g40 65631704 107624927.000000 18823002 107574183 116332953
g2-g41 6957383 59.000000 12 179 179
g2-g42 99104131 115.000000 8 25594 25594
g2-g43 44748860 74.000000 14 348 310
g2-g44 370873812 164.000000 9 251 238
g2-g45 156243358 165.000000 9 232 220
g2-g46 NaN 166.000000 10 236 236
g2-g47 NaN 166.000000 10 230 230
g2-g48 NaN 166.000000 10 241 241
g2-g49 NaN 86.000000 12 7613 7576
g2-g5 10 52.000000 3 52 33
g2-g50 NaN 184.000000 9 3238 3196
g2-g6 12579 6224.000000 1098 6201 6466
g2-g7 227 43983.000000 9861 43973 59576
g2-g8 47169 82.000000 8 193 193
g2-g9 51015 5446.000000 3154 4593 4948
g20-g21 NaN NaN NaN 922936018 1817123029
g20-g23 NaN NaN NaN NaN NaN
g20-g26 NaN NaN NaN NaN NaN
g20-g27 NaN NaN NaN NaN NaN
g20-g29 NaN NaN NaN NaN NaN
g20-g30 NaN NaN NaN NaN NaN
g20-g31 NaN NaN NaN NaN NaN
g20-g32 40516 NaN NaN 1476634935 1700562229
g20-g38 NaN NaN NaN NaN NaN
g20-g40 NaN NaN NaN NaN NaN
g20-g43 NaN NaN NaN NaN NaN
g20-g44 NaN NaN NaN NaN NaN
g20-g45 NaN NaN NaN NaN NaN
g20-g48 NaN NaN NaN NaN NaN
g20-g50 NaN NaN NaN NaN NaN
g21-g27 NaN NaN NaN NaN NaN
g21-g32 NaN NaN NaN NaN NaN
g21-g40 NaN NaN NaN NaN NaN
g21-g50 NaN NaN NaN NaN NaN
g22-g23 NaN NaN NaN NaN NaN
g22-g25 NaN NaN NaN NaN NaN
g22-g26 NaN NaN NaN NaN NaN
g22-g27 NaN NaN NaN NaN NaN
g22-g28 NaN NaN NaN NaN NaN
g22-g29 NaN NaN NaN NaN NaN
g22-g30 NaN NaN NaN NaN NaN
g22-g31 NaN NaN NaN NaN NaN
g22-g32 9 1045975.000000 10635 1086532 1303843
g22-g33 NaN NaN NaN NaN NaN
g22-g37 NaN NaN 9 NaN 387
g22-g38 NaN NaN NaN NaN NaN
g22-g40 NaN NaN NaN NaN NaN
g22-g43 NaN NaN NaN NaN NaN
g22-g44 NaN NaN NaN NaN NaN
g22-g45 NaN NaN NaN NaN NaN
g22-g46 NaN NaN NaN NaN NaN
g22-g47 NaN NaN NaN NaN NaN
g22-g48 NaN NaN NaN NaN NaN
g22-g49 NaN NaN NaN NaN NaN
g22-g50 NaN NaN NaN NaN NaN
g23-g27 NaN NaN NaN NaN NaN
g23-g32 10 NaN NaN NaN NaN
g23-g40 NaN NaN NaN NaN NaN
g23-g50 NaN NaN NaN NaN NaN
g24-g25 NaN NaN NaN NaN NaN
g24-g26 NaN NaN NaN NaN NaN
g24-g27 NaN NaN NaN NaN NaN
g24-g28 NaN NaN NaN NaN NaN
g24-g29 NaN NaN NaN NaN NaN
g24-g30 NaN NaN NaN NaN NaN
g24-g31 NaN NaN NaN NaN NaN
g24-g32 7 127462.000000 10 57454 247802
g24-g33 NaN NaN NaN NaN NaN
g24-g35 NaN NaN NaN NaN NaN
g24-g36 NaN NaN NaN NaN NaN
g24-g37 NaN NaN NaN NaN NaN
g24-g38 332629 NaN NaN NaN NaN
g24-g39 NaN NaN NaN NaN NaN
g24-g40 NaN NaN NaN NaN NaN
g24-g41 NaN NaN NaN NaN NaN
g24-g42 NaN NaN NaN NaN NaN
g24-g43 NaN NaN NaN NaN NaN
g24-g44 NaN NaN NaN NaN NaN
g24-g45 NaN NaN NaN NaN NaN
g24-g46 NaN NaN NaN NaN NaN
g24-g47 NaN NaN NaN NaN NaN
g24-g48 NaN NaN NaN NaN NaN
g24-g49 NaN NaN NaN NaN NaN
g24-g50 NaN NaN NaN NaN NaN
g25-g26 NaN NaN NaN NaN NaN
g25-g27 NaN NaN NaN NaN NaN
g25-g29 NaN NaN NaN NaN NaN
g25-g30 NaN NaN NaN NaN NaN
g25-g31 NaN NaN NaN NaN NaN
g25-g32 10 NaN NaN NaN NaN
g25-g38 7334 NaN NaN NaN NaN
g25-g40 NaN NaN NaN NaN NaN
g25-g43 NaN NaN NaN NaN NaN
g25-g44 NaN NaN NaN NaN NaN
g25-g45 NaN NaN NaN NaN NaN
g25-g46 NaN NaN NaN NaN NaN
g25-g47 NaN NaN NaN NaN NaN
g25-g48 NaN NaN NaN NaN NaN
g25-g49 NaN NaN NaN NaN NaN
g25-g50 NaN NaN NaN NaN NaN
g26-g27 NaN NaN NaN NaN NaN
g26-g32 10 NaN NaN NaN NaN
g26-g40 NaN NaN NaN NaN NaN
g26-g50 NaN NaN NaN NaN NaN
g27-g32 11 NaN NaN NaN NaN
g27-g50 NaN NaN NaN NaN NaN
g28-g29 NaN NaN NaN NaN NaN
g28-g30 NaN NaN NaN NaN NaN
g28-g31 NaN NaN NaN NaN NaN
g28-g32 2 319602.000000 4944 819596 4050656
g28-g33 NaN NaN NaN NaN NaN
g28-g37 NaN NaN NaN NaN NaN
g28-g38 NaN NaN NaN NaN NaN
g28-g40 NaN NaN NaN NaN NaN
g28-g43 NaN NaN NaN NaN NaN
g28-g44 NaN NaN NaN NaN NaN
g28-g45 NaN NaN NaN NaN NaN
g28-g46 NaN NaN NaN NaN NaN
g28-g47 NaN NaN NaN NaN NaN
g28-g48 NaN NaN NaN NaN NaN
g28-g49 NaN NaN NaN NaN NaN
g28-g50 NaN NaN NaN NaN NaN
g29-g30 NaN 163963.000000 NaN 2544110 4191392
g29-g31 NaN NaN NaN NaN NaN
g29-g32 13305 NaN NaN 424431095 573304162
g29-g40 NaN NaN NaN NaN NaN
g29-g44 NaN NaN NaN NaN NaN
g29-g45 NaN NaN NaN NaN NaN
g29-g50 NaN NaN NaN NaN NaN
g3-g10 91181 5972.000000 1735 6932 8295
g3-g11 696291 179088.000000 49035 179080 212451
g3-g12 475736 291463.000000 49516 291176 339468
g3-g13 40345 6671.000000 920 9411 9975
g3-g14 118564 23042.000000 5040 22928 27041
g3-g15 44362 7275.000000 1103 10008 11382
g3-g16 974417 60538.000000 11864 60316 69675
g3-g17 368011 47977.000000 16086 47638 61587
g3-g18 126488 90717.000000 31185 90698 116831
g3-g19 2138416 378553.000000 90979 378508 440318
g3-g20 3394267 79.000000 9 10886 10880
g3-g21 27915 170520.000000 41475 170503 225400
g3-g22 754741 29633.000000 6212 29899 34580
g3-g23 274731 48753.000000 7916 48773 55690
g3-g24 22007 3329.000000 1935 2858 3967
g3-g25 51338 15171.000000 10865 15122 18670
g3-g26 204295 18484.000000 2237 20297 23261
g3-g27 668354 30196.000000 5844 29596 33886
g3-g28 9473 29094.000000 5198 29072 34678
g3-g29 24784360 70.000000 8 210 199
g3-g30 14467156 135.000000 46 172 172
g3-g31 37009762 43.000000 30 197 197
g3-g32 401 90818.000000 1227 90809 123645
g3-g33 1525691 35159.000000 8586 34639 40322
g3-g34 590647 195749.000000 67457 195731 255755
g3-g35 1523205 50899.000000 11612 49700 58993
g3-g36 327374 33303.000000 1871 32917 33295
g3-g37 4375813 146873.000000 4721 150871 141024
g3-g38 23733 1640897.000000 990740 1640901 1809589
g3-g39 3148775 122056.000000 35856 122296 164553
g3-g4 41 998.000000 147 989 1605
g3-g40 45562975 146305459.000000 29100556 146303510 152635747
g3-g41 13158327 182439.000000 50538 182296 228390
g3-g42 53037465 195740.000000 54192 195508 250324
g3-g43 175187278 986600.000000 211567 987039 1188644
g3-g44 16888036 39.000000 125 265 257
g3-g45 7800241 39.000000 7 226 214
g3-g46 18419140 73.000000 17 296 288
g3-g47 14799322 73.000000 15 291 283
g3-g48 22082989 317.000000 16 246 236
g3-g49 410200525 2788590.000000 567572 2788626 3336733
g3-g5 1143 2464.000000 518 2308 2875
g3-g50 1487230266 28227026.000000 4575925 28227200 30607265
g3-g6 11259 4747.000000 1323 4742 6023
g3-g7 1034 17304.000000 2772 17298 26279
g3-g8 41005 5621.000000 1249 5756 6800
g3-g9 90544 26394.000000 5757 26367 31640
g30-g31 NaN NaN NaN NaN NaN
g30-g32 71606 NaN 7391238 275195685 357600325
g30-g40 NaN NaN NaN NaN NaN
g30-g44 NaN NaN NaN NaN NaN
g30-g45 NaN NaN NaN NaN NaN
g30-g50 NaN NaN NaN NaN NaN
g31-g32 73003 NaN NaN 1000699593 1360101766
g31-g40 NaN NaN NaN NaN NaN
g31-g50 NaN NaN NaN NaN NaN
g33-g37 NaN NaN NaN NaN NaN
g33-g38 NaN NaN NaN NaN NaN
g33-g40 NaN NaN NaN NaN NaN
g33-g43 NaN NaN NaN NaN NaN
g33-g44 NaN NaN NaN NaN NaN
g33-g45 NaN NaN NaN NaN NaN
g33-g46 NaN NaN NaN NaN NaN
g33-g47 NaN NaN NaN NaN NaN
g33-g48 NaN NaN NaN NaN NaN
g33-g49 NaN NaN NaN NaN NaN
g33-g50 NaN NaN NaN NaN NaN
g34-g35 NaN NaN NaN NaN NaN
g34-g36 NaN NaN NaN NaN NaN
g34-g37 NaN NaN NaN NaN NaN
g34-g38 NaN NaN NaN NaN NaN
g34-g39 NaN NaN NaN NaN NaN
g34-g40 NaN NaN NaN NaN NaN
g34-g41 NaN NaN NaN NaN NaN
g34-g42 NaN NaN NaN NaN NaN
g34-g43 NaN NaN NaN NaN NaN
g34-g44 NaN NaN NaN NaN NaN
g34-g45 NaN NaN NaN NaN NaN
g34-g46 NaN NaN NaN NaN NaN
g34-g47 NaN NaN NaN NaN NaN
g34-g48 NaN NaN NaN NaN NaN
g34-g49 NaN NaN NaN NaN NaN
g34-g50 NaN NaN NaN NaN NaN
g35-g37 NaN NaN NaN NaN NaN
g35-g38 NaN NaN NaN NaN NaN
g35-g40 NaN NaN NaN NaN NaN
g35-g41 NaN NaN NaN NaN NaN
g35-g42 NaN NaN NaN NaN NaN
g35-g43 NaN NaN NaN NaN NaN
g35-g44 NaN NaN NaN NaN NaN
g35-g45 NaN NaN NaN NaN NaN
g35-g46 NaN NaN NaN NaN NaN
g35-g47 NaN NaN NaN NaN NaN
g35-g48 NaN NaN NaN NaN NaN
g35-g49 NaN NaN NaN NaN NaN
g35-g50 NaN NaN NaN NaN NaN
g36-g37 NaN NaN NaN NaN NaN
g36-g38 NaN NaN NaN NaN NaN
g36-g40 NaN NaN NaN NaN NaN
g36-g41 NaN NaN NaN NaN NaN
g36-g42 NaN NaN NaN NaN NaN
g36-g43 NaN NaN NaN NaN NaN
g36-g44 NaN NaN NaN NaN NaN
g36-g45 NaN NaN NaN NaN NaN
g36-g46 NaN NaN NaN NaN NaN
g36-g47 NaN NaN NaN NaN NaN
g36-g48 NaN NaN NaN NaN NaN
g36-g49 NaN NaN NaN NaN NaN
g36-g50 NaN NaN NaN NaN NaN
g37-g38 NaN NaN NaN NaN NaN
g37-g40 NaN NaN NaN NaN NaN
g37-g43 NaN NaN NaN NaN NaN
g37-g44 NaN NaN NaN NaN NaN
g37-g45 NaN NaN NaN NaN NaN
g37-g46 NaN NaN NaN NaN NaN
g37-g47 NaN NaN NaN NaN NaN
g37-g48 NaN NaN NaN NaN NaN
g37-g49 NaN NaN NaN NaN NaN
g37-g50 NaN NaN NaN NaN NaN
g38-g40 NaN NaN NaN NaN NaN
g38-g43 NaN NaN NaN NaN NaN
g38-g44 NaN NaN NaN NaN NaN
g38-g45 NaN NaN NaN NaN NaN
g38-g50 NaN NaN NaN NaN NaN
g39-g40 NaN NaN NaN NaN NaN
g39-g41 NaN NaN NaN NaN NaN
g39-g42 NaN NaN NaN NaN NaN
g39-g43 NaN NaN NaN NaN NaN
g39-g44 NaN NaN NaN NaN NaN
g39-g45 NaN NaN NaN NaN NaN
g39-g46 NaN NaN NaN NaN NaN
g39-g47 NaN NaN NaN NaN NaN
g39-g48 NaN NaN NaN NaN NaN
g39-g49 NaN NaN NaN NaN NaN
g39-g50 NaN NaN NaN NaN NaN
g4-g10 22 9912.000000 17 9899 15465
g4-g11 2 10002.000000 36 9993 29529
g4-g12 2 16566.000000 46 16557 51893
g4-g13 5064 1252.000000 10 2289 1341
g4-g14 14633 3411.000000 10 4647 4879
g4-g15 4387 75.000000 10 205 126
g4-g16 569 116094.000000 28449 116305 121519
g4-g20 1354811 115504.000000 15125 115579 136212
g4-g21 72 107.000000 11 506 506
g4-g22 704853 967.000000 13 960 1050
g4-g23 522633 106.000000 10 199 199
g4-g25 84625 106.000000 10 159 154
g4-g26 109497 2018.000000 10 50329 262
g4-g27 6261642 117.000000 10 267 267
g4-g28 2 7634.000000 18 7625 19102
g4-g29 755 211476.000000 24930 205495 316093
g4-g30 845 200460.000000 12534 121594 191835
g4-g31 2069 370688.000000 66186 370921 544481
g4-g32 10 143.000000 11 966 966
g4-g33 1571 19769.000000 10 21095 38566
g4-g37 360669 2377.000000 42 4567 4788
g4-g38 2 17114.000000 46 17105 54773
g4-g40 NaN 164.000000 11 481 481
g4-g41 1190 23265.000000 10 24891 46069
g4-g42 834264 1204049.000000 205653 1184034 1205744
g4-g43 NaN 13808.000000 2012 279 279
g4-g44 435 373234.000000 66833 351421 523407
g4-g45 584 356770.000000 29028 177849 274753
g4-g46 1663 168238.000000 4767 168238 276166
g4-g47 1176 166736.000000 4515 153515 252047
g4-g48 2559 231649.000000 10975 231502 370614
g4-g49 804954 258434.000000 13714 211 211
g4-g5 82 6566.000000 45 6553 7428
g4-g50 44894006 171.000000 11 804 804
g4-g6 78 4126.000000 17 4119 6323
g4-g7 91 8098.000000 47 8089 27165
g4-g9 11165 1098.000000 10 1013 1596
g40-g50 NaN NaN NaN NaN NaN
g41-g42 NaN NaN NaN NaN NaN
g41-g43 NaN NaN NaN NaN NaN
g41-g44 NaN NaN NaN NaN NaN
g41-g45 NaN NaN NaN NaN NaN
g41-g46 NaN NaN NaN NaN NaN
g41-g47 NaN NaN NaN NaN NaN
g41-g48 NaN NaN NaN NaN NaN
g41-g49 NaN NaN NaN NaN NaN
g41-g50 NaN NaN NaN NaN NaN
g42-g43 NaN NaN NaN NaN NaN
g42-g44 NaN NaN NaN NaN NaN
g42-g45 NaN NaN NaN NaN NaN
g42-g46 NaN NaN NaN NaN NaN
g42-g47 NaN NaN NaN NaN NaN
g42-g48 NaN NaN NaN NaN NaN
g42-g49 NaN NaN NaN NaN NaN
g42-g50 NaN NaN NaN NaN NaN
g43-g44 NaN NaN NaN NaN NaN
g43-g45 NaN NaN NaN NaN NaN
g43-g50 NaN NaN NaN NaN NaN
g44-g45 NaN NaN NaN 468300 856568
g44-g50 NaN NaN NaN NaN NaN
g45-g50 NaN NaN NaN NaN NaN
